timestamp,action,symbol,decision,quantity,price,reason,score,cash_before,cash_after,portfolio_value,pnl_realized,pnl_unrealized
2026-04-24T11:09:26.752002,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:09:28.898230,SIGNAL,CHRW,,,,score_10.8_momentum_0.0045,10.76,,,,,
2026-04-24T11:09:28.939211,DECISION,CHRW,BUY,,,score_10.8_momentum_0.0045,10.76,,,,,
2026-04-24T11:09:28.982484,RISK_CHECK,CHRW,,50,391.53,insufficient_cash,,,,,,
2026-04-24T11:09:29.369223,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:09:31.971706,SIGNAL,AAPL,,,,score_13.5_momentum_0.0092,13.53,,,,,
2026-04-24T11:09:31.998762,DECISION,AAPL,BUY,,,score_13.5_momentum_0.0092,13.53,,,,,
2026-04-24T11:09:32.032650,RISK_CHECK,AAPL,,50,182.14,insufficient_cash,,,,,,
2026-04-24T11:09:32.062159,SIGNAL,OKTA,,,,score_11.5_momentum_0.0116,11.5,,,,,
2026-04-24T11:09:32.090866,DECISION,OKTA,BUY,,,score_11.5_momentum_0.0116,11.5,,,,,
2026-04-24T11:09:32.123300,RISK_CHECK,OKTA,,50,383.65,insufficient_cash,,,,,,
2026-04-24T11:09:32.149674,SIGNAL,CSCO,,,,score_10.1_momentum_0.0061,10.06,,,,,
2026-04-24T11:09:32.174370,DECISION,CSCO,BUY,,,score_10.1_momentum_0.0061,10.06,,,,,
2026-04-24T11:09:32.201323,RISK_CHECK,CSCO,,50,287.12,insufficient_cash,,,,,,
2026-04-24T11:09:32.235060,SIGNAL,AMZN,,,,score_8.7_momentum_0.0045,8.74,,,,,
2026-04-24T11:09:32.260265,DECISION,AMZN,BUY,,,score_8.7_momentum_0.0045,8.74,,,,,
2026-04-24T11:09:32.288430,RISK_CHECK,AMZN,,50,322.81,insufficient_cash,,,,,,
2026-04-24T11:09:32.664082,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:09:35.213587,SIGNAL,IBM,,,,score_9.6_momentum_0.0087,9.59,,,,,
2026-04-24T11:09:35.244101,DECISION,IBM,BUY,,,score_9.6_momentum_0.0087,9.59,,,,,
2026-04-24T11:09:35.270523,RISK_CHECK,IBM,,50,298.05,insufficient_cash,,,,,,
2026-04-24T11:09:35.297883,SIGNAL,OKTA,,,,score_8.9_momentum_0.0015,8.91,,,,,
2026-04-24T11:09:35.330306,DECISION,OKTA,BUY,,,score_8.9_momentum_0.0015,8.91,,,,,
2026-04-24T11:09:35.365165,RISK_CHECK,OKTA,,50,384.1,insufficient_cash,,,,,,
2026-04-24T11:09:35.718498,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:09:37.866169,SIGNAL,CLSK,,,,score_11.6_momentum_0.0058,11.64,,,,,
2026-04-24T11:09:37.893394,DECISION,CLSK,BUY,,,score_11.6_momentum_0.0058,11.64,,,,,
2026-04-24T11:09:37.927282,RISK_CHECK,CLSK,,50,395.74,insufficient_cash,,,,,,
2026-04-24T11:09:37.958028,SIGNAL,AAPL,,,,score_10.1_momentum_0.0040,10.14,,,,,
2026-04-24T11:09:37.983858,DECISION,AAPL,BUY,,,score_10.1_momentum_0.0040,10.14,,,,,
2026-04-24T11:09:38.015816,RISK_CHECK,AAPL,,50,181.98,insufficient_cash,,,,,,
2026-04-24T11:09:38.072268,SIGNAL,BIDU,,,,score_10.0_momentum_0.0069,9.97,,,,,
2026-04-24T11:09:38.133402,DECISION,BIDU,BUY,,,score_10.0_momentum_0.0069,9.97,,,,,
2026-04-24T11:09:38.173007,RISK_CHECK,BIDU,,50,301.5,insufficient_cash,,,,,,
2026-04-24T11:09:38.228982,SIGNAL,IBM,,,,score_9.2_momentum_0.0023,9.15,,,,,
2026-04-24T11:09:38.257289,DECISION,IBM,BUY,,,score_9.2_momentum_0.0023,9.15,,,,,
2026-04-24T11:09:38.285695,RISK_CHECK,IBM,,50,298.61,insufficient_cash,,,,,,
2026-04-24T11:09:38.315279,SIGNAL,PINS,,,,score_9.0_momentum_0.0051,9.01,,,,,
2026-04-24T11:09:38.348213,DECISION,PINS,BUY,,,score_9.0_momentum_0.0051,9.01,,,,,
2026-04-24T11:09:38.376066,RISK_CHECK,PINS,,50,217.15,insufficient_cash,,,,,,
2026-04-24T11:09:38.723523,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:09:40.871492,SIGNAL,HD,,,,score_12.5_momentum_0.0087,12.5,,,,,
2026-04-24T11:09:40.899338,DECISION,HD,BUY,,,score_12.5_momentum_0.0087,12.5,,,,,
2026-04-24T11:09:40.932484,RISK_CHECK,HD,,50,413.13,insufficient_cash,,,,,,
2026-04-24T11:09:40.962397,SIGNAL,CLSK,,,,score_12.0_momentum_0.0081,12.01,,,,,
2026-04-24T11:09:40.988904,DECISION,CLSK,BUY,,,score_12.0_momentum_0.0081,12.01,,,,,
2026-04-24T11:09:41.022218,RISK_CHECK,CLSK,,50,398.16,insufficient_cash,,,,,,
2026-04-24T11:09:41.048434,SIGNAL,VRSN,,,,score_dropped_12.0_momentum_-0.0170,12.0,,,,,
2026-04-24T11:09:41.079384,DECISION,VRSN,SELL,,,score_dropped_12.0_momentum_-0.0170,12.0,,,,,
2026-04-24T11:09:41.108650,RISK_CHECK,VRSN,,50,97.12,approved,,,,,,
2026-04-24T11:09:41.144474,EXECUTION,VRSN,,-50,97.12,,,875.0,5731.0,99855.5,-144.5,0.0
2026-04-24T11:09:41.174946,SIGNAL,NVDA,,,,score_dropped_10.5_momentum_-0.0046,10.52,,,,,
2026-04-24T11:09:41.208804,DECISION,NVDA,SELL,,,score_dropped_10.5_momentum_-0.0046,10.52,,,,,
2026-04-24T11:09:41.244430,RISK_CHECK,NVDA,,50,431.93,approved,,,,,,
2026-04-24T11:09:41.272343,EXECUTION,NVDA,,-50,431.93,,,5731.0,27327.5,99573.0,-427.0,0.0
2026-04-24T11:09:41.310597,SIGNAL,IBM,,,,score_10.2_momentum_0.0035,10.22,,,,,
2026-04-24T11:09:41.388310,DECISION,IBM,BUY,,,score_10.2_momentum_0.0035,10.22,,,,,
2026-04-24T11:09:41.456293,RISK_CHECK,IBM,,50,299.59,total_exposure_exceeds_limit,,,,,,
2026-04-24T11:09:42.071094,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:09:43.904909,SIGNAL,HD,,,,score_10.0_momentum_0.0013,10.02,,,,,
2026-04-24T11:09:43.944161,DECISION,HD,BUY,,,score_10.0_momentum_0.0013,10.02,,,,,
2026-04-24T11:09:43.974387,RISK_CHECK,HD,,50,413.69,total_exposure_exceeds_limit,,,,,,
2026-04-24T11:09:44.353023,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:09:47.137576,SIGNAL,PDD,,,,score_9.7_momentum_0.0029,9.7,,,,,
2026-04-24T11:09:47.199182,DECISION,PDD,BUY,,,score_9.7_momentum_0.0029,9.7,,,,,
2026-04-24T11:09:47.252870,RISK_CHECK,PDD,,50,129.83,approved,,,,,,
2026-04-24T11:09:47.281229,EXECUTION,PDD,,50,129.83,,,27327.5,20836.0,99573.0,-427.0,0.0
2026-04-24T11:09:47.309829,SIGNAL,SHOP,,,,score_9.5_momentum_0.0053,9.46,,,,,
2026-04-24T11:09:47.344541,DECISION,SHOP,BUY,,,score_9.5_momentum_0.0053,9.46,,,,,
2026-04-24T11:09:47.372393,RISK_CHECK,SHOP,,50,122.18,approved,,,,,,
2026-04-24T11:09:47.398314,EXECUTION,SHOP,,50,122.18,,,20836.0,14727.0,99573.0,-427.0,0.0
2026-04-24T11:09:47.435188,SIGNAL,XPO,,,,score_8.4_momentum_0.0049,8.42,,,,,
2026-04-24T11:09:47.465862,DECISION,XPO,BUY,,,score_8.4_momentum_0.0049,8.42,,,,,
2026-04-24T11:09:47.493475,RISK_CHECK,XPO,,50,353.13,insufficient_cash,,,,,,
2026-04-24T11:09:47.987053,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:09:49.890890,SIGNAL,LCID,,,,score_9.6_momentum_0.0062,9.57,,,,,
2026-04-24T11:09:49.926757,DECISION,LCID,BUY,,,score_9.6_momentum_0.0062,9.57,,,,,
2026-04-24T11:09:49.954883,RISK_CHECK,LCID,,50,200.24,total_exposure_exceeds_limit,,,,,,
2026-04-24T11:09:50.310451,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:09:52.956312,SIGNAL,WMT,,,,score_9.4_momentum_0.0076,9.45,,,,,
2026-04-24T11:09:52.985652,DECISION,WMT,BUY,,,score_9.4_momentum_0.0076,9.45,,,,,
2026-04-24T11:09:53.018097,RISK_CHECK,WMT,,50,295.89,insufficient_cash,,,,,,
2026-04-24T11:09:53.372769,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:09:55.942411,SIGNAL,OKTA,,,,score_9.9_momentum_0.0070,9.93,,,,,
2026-04-24T11:09:55.980960,DECISION,OKTA,BUY,,,score_9.9_momentum_0.0070,9.93,,,,,
2026-04-24T11:09:56.024362,RISK_CHECK,OKTA,,50,389.02,insufficient_cash,,,,,,
2026-04-24T11:09:56.395466,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:09:58.960732,SIGNAL,OKTA,,,,score_9.2_momentum_0.0018,9.24,,,,,
2026-04-24T11:09:58.990431,DECISION,OKTA,BUY,,,score_9.2_momentum_0.0018,9.24,,,,,
2026-04-24T11:09:59.025567,RISK_CHECK,OKTA,,50,389.28,insufficient_cash,,,,,,
2026-04-24T11:09:59.054411,SIGNAL,XPev,,,,score_8.3_momentum_0.0017,8.3,,,,,
2026-04-24T11:09:59.121894,DECISION,XPev,BUY,,,score_8.3_momentum_0.0017,8.3,,,,,
2026-04-24T11:09:59.158249,RISK_CHECK,XPev,,50,241.12,total_exposure_exceeds_limit,,,,,,
2026-04-24T11:09:59.520668,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:01.969152,SIGNAL,NEWR,,,,score_11.1_momentum_0.0044,11.05,,,,,
2026-04-24T11:10:02.026049,DECISION,NEWR,BUY,,,score_11.1_momentum_0.0044,11.05,,,,,
2026-04-24T11:10:02.080034,RISK_CHECK,NEWR,,50,348.86,insufficient_cash,,,,,,
2026-04-24T11:10:02.138092,SIGNAL,OKTA,,,,score_10.4_momentum_0.0069,10.4,,,,,
2026-04-24T11:10:02.218148,DECISION,OKTA,BUY,,,score_10.4_momentum_0.0069,10.4,,,,,
2026-04-24T11:10:02.343518,RISK_CHECK,OKTA,,50,392.43,insufficient_cash,,,,,,
2026-04-24T11:10:02.441045,SIGNAL,COIN,,,,score_10.0_momentum_0.0091,9.96,,,,,
2026-04-24T11:10:02.499177,DECISION,COIN,BUY,,,score_10.0_momentum_0.0091,9.96,,,,,
2026-04-24T11:10:02.627969,RISK_CHECK,COIN,,50,506.71,insufficient_cash,,,,,,
2026-04-24T11:10:03.060971,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:04.932228,SIGNAL,OKTA,,,,score_11.0_momentum_0.0027,11.02,,,,,
2026-04-24T11:10:04.967508,DECISION,OKTA,BUY,,,score_11.0_momentum_0.0027,11.02,,,,,
2026-04-24T11:10:04.997777,RISK_CHECK,OKTA,,50,393.33,insufficient_cash,,,,,,
2026-04-24T11:10:05.395435,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:08.120258,SIGNAL,PG,,,,score_9.8_momentum_0.0019,9.75,,,,,
2026-04-24T11:10:08.170703,DECISION,PG,BUY,,,score_9.8_momentum_0.0019,9.75,,,,,
2026-04-24T11:10:08.235362,RISK_CHECK,PG,,50,179.95,total_exposure_exceeds_limit,,,,,,
2026-04-24T11:10:08.284596,SIGNAL,PLYA,,,,score_9.4_momentum_0.0054,9.43,,,,,
2026-04-24T11:10:08.336989,DECISION,PLYA,BUY,,,score_9.4_momentum_0.0054,9.43,,,,,
2026-04-24T11:10:08.385848,RISK_CHECK,PLYA,,50,156.13,approved,,,,,,
2026-04-24T11:10:08.434975,EXECUTION,PLYA,,50,156.13,,,14727.0,6920.5,99573.0,-427.0,0.0
2026-04-24T11:10:08.468548,SIGNAL,OKTA,,,,score_9.1_momentum_0.0075,9.14,,,,,
2026-04-24T11:10:08.497998,DECISION,OKTA,BUY,,,score_9.1_momentum_0.0075,9.14,,,,,
2026-04-24T11:10:08.535168,RISK_CHECK,OKTA,,50,394.53,insufficient_cash,,,,,,
2026-04-24T11:10:08.902811,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:11.031692,SIGNAL,KLA,,,,score_11.4_momentum_0.0087,11.44,,,,,
2026-04-24T11:10:11.062381,DECISION,KLA,BUY,,,score_11.4_momentum_0.0087,11.44,,,,,
2026-04-24T11:10:11.092148,RISK_CHECK,KLA,,50,374.07,insufficient_cash,,,,,,
2026-04-24T11:10:11.128752,SIGNAL,SNOW,,,,score_10.7_momentum_0.0083,10.69,,,,,
2026-04-24T11:10:11.158486,DECISION,SNOW,BUY,,,score_10.7_momentum_0.0083,10.69,,,,,
2026-04-24T11:10:11.190197,RISK_CHECK,SNOW,,50,205.31,insufficient_cash,,,,,,
2026-04-24T11:10:11.228338,SIGNAL,PG,,,,score_7.7_momentum_0.0011,7.65,,,,,
2026-04-24T11:10:11.259066,DECISION,PG,BUY,,,score_7.7_momentum_0.0011,7.65,,,,,
2026-04-24T11:10:11.290803,RISK_CHECK,PG,,50,179.9,insufficient_cash,,,,,,
2026-04-24T11:10:11.695569,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:14.186718,SIGNAL,IBM,,,,score_11.7_momentum_0.0066,11.72,,,,,
2026-04-24T11:10:14.227637,DECISION,IBM,BUY,,,score_11.7_momentum_0.0066,11.72,,,,,
2026-04-24T11:10:14.273678,RISK_CHECK,IBM,,50,301.86,insufficient_cash,,,,,,
2026-04-24T11:10:14.302289,SIGNAL,ETSY,,,,score_9.3_momentum_0.0060,9.27,,,,,
2026-04-24T11:10:14.343690,DECISION,ETSY,BUY,,,score_9.3_momentum_0.0060,9.27,,,,,
2026-04-24T11:10:14.376364,RISK_CHECK,ETSY,,50,453.64,insufficient_cash,,,,,,
2026-04-24T11:10:14.793696,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:17.063329,SIGNAL,IBM,,,,score_10.9_momentum_0.0085,10.86,,,,,
2026-04-24T11:10:17.094461,DECISION,IBM,BUY,,,score_10.9_momentum_0.0085,10.86,,,,,
2026-04-24T11:10:17.133022,RISK_CHECK,IBM,,50,304.34,insufficient_cash,,,,,,
2026-04-24T11:10:17.164155,SIGNAL,OKTA,,,,score_10.8_momentum_0.0074,10.8,,,,,
2026-04-24T11:10:17.192907,DECISION,OKTA,BUY,,,score_10.8_momentum_0.0074,10.8,,,,,
2026-04-24T11:10:17.230124,RISK_CHECK,OKTA,,50,397.38,insufficient_cash,,,,,,
2026-04-24T11:10:17.258213,SIGNAL,BA,,,,score_10.6_momentum_0.0071,10.62,,,,,
2026-04-24T11:10:17.293680,DECISION,BA,BUY,,,score_10.6_momentum_0.0071,10.62,,,,,
2026-04-24T11:10:17.332484,RISK_CHECK,BA,,50,113.89,approved,,,,,,
2026-04-24T11:10:17.364744,EXECUTION,BA,,50,113.89,,,6920.5,1226.0,99573.0,-427.0,0.0
2026-04-24T11:10:17.394126,SIGNAL,PIN,,,,score_9.4_momentum_0.0032,9.42,,,,,
2026-04-24T11:10:17.432977,DECISION,PIN,BUY,,,score_9.4_momentum_0.0032,9.42,,,,,
2026-04-24T11:10:17.465213,RISK_CHECK,PIN,,50,342.15,insufficient_cash,,,,,,
2026-04-24T11:10:18.117627,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:20.524992,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:23.271718,SIGNAL,CLSK,,,,score_10.1_momentum_0.0049,10.14,,,,,
2026-04-24T11:10:23.327040,DECISION,CLSK,BUY,,,score_10.1_momentum_0.0049,10.14,,,,,
2026-04-24T11:10:23.412883,RISK_CHECK,CLSK,,50,401.62,insufficient_cash,,,,,,
2026-04-24T11:10:23.537593,SIGNAL,CRM,,,,score_9.6_momentum_0.0060,9.6,,,,,
2026-04-24T11:10:23.609108,DECISION,CRM,BUY,,,score_9.6_momentum_0.0060,9.6,,,,,
2026-04-24T11:10:23.682613,RISK_CHECK,CRM,,50,197.91,insufficient_cash,,,,,,
2026-04-24T11:10:23.733971,SIGNAL,U,,,,score_9.2_momentum_0.0083,9.17,,,,,
2026-04-24T11:10:23.766925,DECISION,U,BUY,,,score_9.2_momentum_0.0083,9.17,,,,,
2026-04-24T11:10:23.799656,RISK_CHECK,U,,50,379.62,insufficient_cash,,,,,,
2026-04-24T11:10:24.274582,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:26.627877,SIGNAL,MARA,,,,score_10.4_momentum_0.0039,10.38,,,,,
2026-04-24T11:10:26.666707,DECISION,MARA,BUY,,,score_10.4_momentum_0.0039,10.38,,,,,
2026-04-24T11:10:26.698727,RISK_CHECK,MARA,,50,537.16,insufficient_cash,,,,,,
2026-04-24T11:10:26.743448,SIGNAL,CRM,,,,score_8.8_momentum_0.0052,8.81,,,,,
2026-04-24T11:10:26.820931,DECISION,CRM,BUY,,,score_8.8_momentum_0.0052,8.81,,,,,
2026-04-24T11:10:26.913585,RISK_CHECK,CRM,,50,198.01,insufficient_cash,,,,,,
2026-04-24T11:10:27.342064,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:29.060193,SIGNAL,CRWD,,,,score_11.8_momentum_0.0083,11.78,,,,,
2026-04-24T11:10:29.140384,DECISION,CRWD,BUY,,,score_11.8_momentum_0.0083,11.78,,,,,
2026-04-24T11:10:29.171714,RISK_CHECK,CRWD,,50,149.82,insufficient_cash,,,,,,
2026-04-24T11:10:29.204512,SIGNAL,NXPI,,,,score_dropped_10.6_momentum_-0.0092,10.64,,,,,
2026-04-24T11:10:29.260578,DECISION,NXPI,SELL,,,score_dropped_10.6_momentum_-0.0092,10.64,,,,,
2026-04-24T11:10:29.309299,RISK_CHECK,NXPI,,50,169.9,approved,,,,,,
2026-04-24T11:10:29.347094,EXECUTION,NXPI,,-50,169.9,,,1226.0,9721.0,99312.5,-687.5,0.0
2026-04-24T11:10:29.748933,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:32.065177,SIGNAL,ACN,,,,score_10.9_momentum_0.0070,10.92,,,,,
2026-04-24T11:10:32.099418,DECISION,ACN,BUY,,,score_10.9_momentum_0.0070,10.92,,,,,
2026-04-24T11:10:32.139442,RISK_CHECK,ACN,,50,517.14,insufficient_cash,,,,,,
2026-04-24T11:10:32.177874,SIGNAL,CLSK,,,,score_10.8_momentum_0.0012,10.76,,,,,
2026-04-24T11:10:32.214990,DECISION,CLSK,BUY,,,score_10.8_momentum_0.0012,10.76,,,,,
2026-04-24T11:10:32.249967,RISK_CHECK,CLSK,,50,402.08,insufficient_cash,,,,,,
2026-04-24T11:10:32.279323,SIGNAL,CRWD,,,,score_10.1_momentum_0.0053,10.06,,,,,
2026-04-24T11:10:32.315739,DECISION,CRWD,BUY,,,score_10.1_momentum_0.0053,10.06,,,,,
2026-04-24T11:10:32.352043,RISK_CHECK,CRWD,,50,150.44,total_exposure_exceeds_limit,,,,,,
2026-04-24T11:10:32.835891,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:35.021134,SIGNAL,JNJ,,,,score_10.9_momentum_0.0088,10.91,,,,,
2026-04-24T11:10:35.069325,DECISION,JNJ,BUY,,,score_10.9_momentum_0.0088,10.91,,,,,
2026-04-24T11:10:35.132749,RISK_CHECK,JNJ,,50,227.35,insufficient_cash,,,,,,
2026-04-24T11:10:35.571836,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:38.024437,SIGNAL,JNJ,,,,score_9.1_momentum_0.0015,9.14,,,,,
2026-04-24T11:10:38.060493,DECISION,JNJ,BUY,,,score_9.1_momentum_0.0015,9.14,,,,,
2026-04-24T11:10:38.092066,RISK_CHECK,JNJ,,50,227.51,insufficient_cash,,,,,,
2026-04-24T11:10:38.135068,SIGNAL,CRWD,,,,score_9.1_momentum_0.0041,9.12,,,,,
2026-04-24T11:10:38.166282,DECISION,CRWD,BUY,,,score_9.1_momentum_0.0041,9.12,,,,,
2026-04-24T11:10:38.200596,RISK_CHECK,CRWD,,50,150.54,total_exposure_exceeds_limit,,,,,,
2026-04-24T11:10:38.242039,SIGNAL,PYPL,,,,score_8.7_momentum_0.0046,8.74,,,,,
2026-04-24T11:10:38.272900,DECISION,PYPL,BUY,,,score_8.7_momentum_0.0046,8.74,,,,,
2026-04-24T11:10:38.335781,RISK_CHECK,PYPL,,50,396.37,insufficient_cash,,,,,,
2026-04-24T11:10:38.425892,SIGNAL,NEWR,,,,score_8.7_momentum_0.0055,8.66,,,,,
2026-04-24T11:10:38.542159,DECISION,NEWR,BUY,,,score_8.7_momentum_0.0055,8.66,,,,,
2026-04-24T11:10:38.642029,RISK_CHECK,NEWR,,50,350.65,insufficient_cash,,,,,,
2026-04-24T11:10:38.764832,SIGNAL,PIN,,,,score_8.5_momentum_0.0022,8.54,,,,,
2026-04-24T11:10:38.864719,DECISION,PIN,BUY,,,score_8.5_momentum_0.0022,8.54,,,,,
2026-04-24T11:10:38.986164,RISK_CHECK,PIN,,50,345.32,insufficient_cash,,,,,,
2026-04-24T11:10:39.502152,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:41.069792,SIGNAL,JNJ,,,,score_10.7_momentum_0.0036,10.74,,,,,
2026-04-24T11:10:41.104000,DECISION,JNJ,BUY,,,score_10.7_momentum_0.0036,10.74,,,,,
2026-04-24T11:10:41.200412,RISK_CHECK,JNJ,,50,228.49,insufficient_cash,,,,,,
2026-04-24T11:10:41.278579,SIGNAL,NEWR,,,,score_10.7_momentum_0.0015,10.67,,,,,
2026-04-24T11:10:41.320108,DECISION,NEWR,BUY,,,score_10.7_momentum_0.0015,10.67,,,,,
2026-04-24T11:10:41.367708,RISK_CHECK,NEWR,,50,351.09,insufficient_cash,,,,,,
2026-04-24T11:10:41.875336,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:44.318253,SIGNAL,JNJ,,,,score_11.7_momentum_0.0085,11.74,,,,,
2026-04-24T11:10:44.355005,DECISION,JNJ,BUY,,,score_11.7_momentum_0.0085,11.74,,,,,
2026-04-24T11:10:44.387161,RISK_CHECK,JNJ,,50,229.52,insufficient_cash,,,,,,
2026-04-24T11:10:44.851834,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:47.186249,SIGNAL,MSFT,,,,score_13.0_momentum_0.0134,13.0,,,,,
2026-04-24T11:10:47.262405,DECISION,MSFT,BUY,,,score_13.0_momentum_0.0134,13.0,,,,,
2026-04-24T11:10:47.317224,RISK_CHECK,MSFT,,50,156.73,total_exposure_exceeds_limit,,,,,,
2026-04-24T11:10:47.377239,SIGNAL,JNJ,,,,score_10.6_momentum_0.0034,10.63,,,,,
2026-04-24T11:10:47.436513,DECISION,JNJ,BUY,,,score_10.6_momentum_0.0034,10.63,,,,,
2026-04-24T11:10:47.480627,RISK_CHECK,JNJ,,50,230.02,insufficient_cash,,,,,,
2026-04-24T11:10:47.516692,SIGNAL,TWTR,,,,score_9.4_momentum_0.0025,9.37,,,,,
2026-04-24T11:10:47.551053,DECISION,TWTR,BUY,,,score_9.4_momentum_0.0025,9.37,,,,,
2026-04-24T11:10:47.586706,RISK_CHECK,TWTR,,50,448.94,insufficient_cash,,,,,,
2026-04-24T11:10:47.625618,SIGNAL,U,,,,score_8.4_momentum_0.0029,8.42,,,,,
2026-04-24T11:10:47.659763,DECISION,U,BUY,,,score_8.4_momentum_0.0029,8.42,,,,,
2026-04-24T11:10:47.693119,RISK_CHECK,U,,50,382.69,insufficient_cash,,,,,,
2026-04-24T11:10:48.400385,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:50.057396,SIGNAL,MSFT,,,,score_12.2_momentum_0.0105,12.18,,,,,
2026-04-24T11:10:50.091338,DECISION,MSFT,BUY,,,score_12.2_momentum_0.0105,12.18,,,,,
2026-04-24T11:10:50.147350,RISK_CHECK,MSFT,,50,157.77,total_exposure_exceeds_limit,,,,,,
2026-04-24T11:10:50.178866,SIGNAL,AAPL,,,,score_11.6_momentum_0.0135,11.59,,,,,
2026-04-24T11:10:50.213940,DECISION,AAPL,BUY,,,score_11.6_momentum_0.0135,11.59,,,,,
2026-04-24T11:10:50.251223,RISK_CHECK,AAPL,,50,184.95,total_exposure_exceeds_limit,,,,,,
2026-04-24T11:10:50.291300,SIGNAL,ONTO,,,,score_10.4_momentum_0.0023,10.37,,,,,
2026-04-24T11:10:50.334526,DECISION,ONTO,BUY,,,score_10.4_momentum_0.0023,10.37,,,,,
2026-04-24T11:10:50.368717,RISK_CHECK,ONTO,,50,245.7,insufficient_cash,,,,,,
2026-04-24T11:10:50.400021,SIGNAL,JNJ,,,,score_10.2_momentum_0.0014,10.17,,,,,
2026-04-24T11:10:50.440747,DECISION,JNJ,BUY,,,score_10.2_momentum_0.0014,10.17,,,,,
2026-04-24T11:10:50.478455,RISK_CHECK,JNJ,,50,230.27,insufficient_cash,,,,,,
2026-04-24T11:10:50.517630,SIGNAL,PIN,,,,score_8.4_momentum_0.0081,8.41,,,,,
2026-04-24T11:10:50.553853,DECISION,PIN,BUY,,,score_8.4_momentum_0.0081,8.41,,,,,
2026-04-24T11:10:50.594231,RISK_CHECK,PIN,,50,347.71,insufficient_cash,,,,,,
2026-04-24T11:10:50.637856,SIGNAL,CDNS,,,,score_7.3_momentum_0.0034,7.34,,,,,
2026-04-24T11:10:50.694687,DECISION,CDNS,BUY,,,score_7.3_momentum_0.0034,7.34,,,,,
2026-04-24T11:10:50.753303,RISK_CHECK,CDNS,,50,417.82,insufficient_cash,,,,,,
2026-04-24T11:10:51.256166,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:53.233636,SIGNAL,AAPL,,,,score_11.7_momentum_0.0124,11.7,,,,,
2026-04-24T11:10:53.279572,DECISION,AAPL,BUY,,,score_11.7_momentum_0.0124,11.7,,,,,
2026-04-24T11:10:53.320322,RISK_CHECK,AAPL,,50,185.17,total_exposure_exceeds_limit,,,,,,
2026-04-24T11:10:53.990560,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:56.375642,SIGNAL,MSFT,,,,score_12.2_momentum_0.0057,12.19,,,,,
2026-04-24T11:10:56.416508,DECISION,MSFT,BUY,,,score_12.2_momentum_0.0057,12.19,,,,,
2026-04-24T11:10:56.456963,RISK_CHECK,MSFT,,50,158.08,total_exposure_exceeds_limit,,,,,,
2026-04-24T11:10:56.492318,SIGNAL,PINS,,,,score_11.0_momentum_0.0028,11.01,,,,,
2026-04-24T11:10:56.532471,DECISION,PINS,BUY,,,score_11.0_momentum_0.0028,11.01,,,,,
2026-04-24T11:10:56.568956,RISK_CHECK,PINS,,50,219.48,insufficient_cash,,,,,,
2026-04-24T11:10:57.179159,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:10:59.480149,SIGNAL,TSLA,,,,score_11.6_momentum_0.0052,11.63,,,,,
2026-04-24T11:10:59.569930,DECISION,TSLA,BUY,,,score_11.6_momentum_0.0052,11.63,,,,,
2026-04-24T11:10:59.719944,RISK_CHECK,TSLA,,50,223.5,insufficient_cash,,,,,,
2026-04-24T11:11:00.495783,PORTFOLIO_UPDATE,,,,,,,,,,,
2026-04-24T11:11:02.089377,SIGNAL,TSLA,,,,score_11.5_momentum_0.0102,11.46,,,,,
